path_to_model,path_to_plot,architecture_type,input_features,output_features,hidden_activation,output_activation,initial_learning_rate,learning_rate_schedule,momentum,clip_norm,optimizer,trainable_params,non-trainable_params,num_epochs,batch_size,training_time,final_training_acc,final_training_loss,loss,acc,mic_f1,mac_f1,wtd_f1,mic_prec,mic_rec,auc,T5_acc,epoch_0_loss,epoch_0_acc,epoch_0_val_acc,epoch_0_val_loss
./real_models/CIFAR10_real_ResNet_WS_relu_relu.keras,./real_plots/CIFAR10_real_ResNet_WS_relu_relu.png,WS,3072,10,relu,convert_to_real_with_abs,0.01,He et al. 2016 style,0.9,1.0,SGD,96538,576,1,128,0 days 00:09:14.381411,0.43654000759124756,1.5312676429748535,1.8634333610534668,0.42080000042915344,0.37670591473579407,0.42080000042915344,0.3767058849334717,0.1886570006608963,0.8478999733924866,0.7453462481498718,0.8659999966621399,1.5312676429748535,0.43654000759124756,0.42080000042915344,1.8634332418441772
