path_to_model,path_to_plot,architecture_type,input_features,output_features,hidden_activation,output_activation,initial_learning_rate,learning_rate_schedule,momentum,clip_norm,optimizer,trainable_params,non-trainable_params,num_epochs,batch_size,training_time,final_training_acc,final_training_loss,loss,acc,mic_f1,mac_f1,wtd_f1,mic_prec,mic_rec,auc,T5_acc,epoch_0_loss,epoch_0_acc,epoch_0_val_acc,epoch_0_val_loss
./real_models/CIFAR10_real_ResNet_DN_relu_relu.keras,./real_plots/CIFAR10_real_ResNet_DN_relu_relu.png,DN,3072,10,relu,convert_to_real_with_abs,0.01,He et al. 2016 style,0.9,1.0,SGD,113662,864,1,128,0 days 00:00:54.302756,0.45781999826431274,1.4775103330612183,1.6753718852996826,0.4300000071525574,0.39366036653518677,0.4300000071525574,0.39366036653518677,0.1956324279308319,0.8833000063896179,0.7733458280563354,0.8998000025749207,1.4775103330612183,0.45781999826431274,0.4300000071525574,1.6753718852996826
