path_to_model,path_to_plot,architecture_type,input_features,output_features,hidden_activation,output_activation,initial_learning_rate,learning_rate_schedule,momentum,clip_norm,optimizer,trainable_params,non-trainable_params,num_epochs,batch_size,training_time,final_training_acc,final_training_loss,loss,acc,mic_f1,mac_f1,wtd_f1,mic_prec,mic_rec,auc,T5_acc,epoch_0_loss,epoch_0_acc,epoch_0_val_acc,epoch_0_val_loss
./real_models/CIFAR10_real_ResNet_IB_relu_relu.keras,./real_plots/CIFAR10_real_ResNet_IB_relu_relu.png,IB,3072,10,relu,convert_to_real_with_abs,0.01,He et al. 2016 style,0.9,1.0,SGD,103690,720,1,128,0 days 00:00:47.310792,0.44102001190185547,1.503139853477478,1.849495530128479,0.3806999921798706,0.34418195486068726,0.3806999921798706,0.34418198466300964,0.1884145438671112,0.8743000030517578,0.7618435025215149,0.8855000138282776,1.503139853477478,0.44102001190185547,0.3806999921798706,1.8494952917099
